,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł
18,Leśny elf,0.330715171558,0.387335803301,0.529857022708,0.786324786325,1.42857142857,1.83456183456,1.65859112933,2.51282051282,2.34401709402,3.01689460981,9.27735042735,10.0816239316,23.9282051282,45.0632478632
19,Wysoki elf,0.212539851222,0.248165731549,0.37037037037,0.499050718742,0.862619808307,1.60302114804,1.08669108669,1.35079255686,1.60725075529,1.77725118483,5.87915407855,8.64410876133,20.3987915408,45.0731117825
20,Pegaz,0.260617760618,0.297297297297,0.244594594595,0.283994443587,0.698648648649,0.764635603345,1.19208494208,1.48243243243,1.12065637066,1.54575289575,3.77992277992,4.39613899614,10.5976833977,16.5835222978
21,Srebrny pegaz,0.253759398496,0.289473684211,0.19943019943,0.199263591076,0.681203007519,0.707293969056,1.13703007519,1.4265037594,0.865144488049,1.27464309993,3.65789473684,3.99642857143,10.0236842105,16.1978589886
22,Drzewiec,0.14479638009,0.168325526932,0.2833655706,0.457253384913,0.389221556886,0.404259158997,0.652110199297,0.873180873181,1.36518375242,1.58897485493,2.06647552299,2.28037789119,5.55813953488,8.87720008092
23,Ent,0.130386052304,0.154296388543,0.20398505604,0.329763387298,0.356852379016,0.370830229286,0.598505603985,0.800373599004,1.02204234122,1.2301369863,1.89613173536,2.0870602266,5.08974749011,8.13722763097
24,Jednorożec,0.0725913621262,0.0833887043189,0.0688976377953,0.0801044841097,0.193762075628,0.209443665264,0.329900332226,0.404928017719,0.301162790698,0.581395348837,1.07751937984,1.21910299003,2.96140642303,4.58372506006
25,Jednorożec bitewny,0.0660098522167,0.075763546798,0.0616408199207,0.0707420222991,0.176108374384,0.184864240324,0.299359605911,0.371133004926,0.268325123153,0.372857142857,0.958620689655,1.07325123153,2.66482758621,4.12658108807
26,Zielony smok,0.0303981937603,0.0349548440066,0.0292487684729,0.0340923829464,0.0814860426929,0.0840714607416,0.137541050903,0.168780788177,0.128633004926,0.175328407225,0.434380131363,0.476128899836,1.23460591133,1.93004926108
27,Złoty smok,0.0186230117265,0.0219319633113,0.0153140601416,0.0152934429363,0.0510623476141,0.0529780564263,0.0858934169279,0.107895042378,0.0663183559735,0.0959015441774,0.273934749797,0.299222106119,0.719284802043,1.19723673517
28,Gremlin,1.92045454545,2.35655737705,3.43636363636,6.54545454545,5.35877862595,5.5652173913,9.11885245902,12.3270440252,20.3454545455,23.0636363636,28.7869822485,31.6265060241,76.9785276074,126.637806638
29,Większy gremlin,1.12994350282,1.49934810952,1.99242424242,3.36060606061,6.03181818182,6.23955431755,6.12947658402,10.5242424242,9.18484848485,10.8695652174,31.7878787879,34.7015151515,83.65,168.081818182
30,Kamienny gargulec,0.660606060606,0.755757575758,0.670926517572,1.17090909091,1.80092355054,1.89830508475,2.99090909091,3.92,3.19696969697,5.58181818182,9.85316455696,10.8191653787,26.0998439938,42.030651341
31,Obsydianowy gargulec,0.636815920398,0.729353233831,0.574817518248,0.651327433628,1.71554252199,1.8020917136,2.88756218905,3.6447761194,2.66119402985,3.66568914956,9.1965973535,10.2639296188,25.2815920398,40.3865623562
32,Kamienny golem,0.3432,0.39627842867,0.5988,0.936,0.913348946136,0.936454849498,1.51309078545,2.068237777,2.958,3.4756,4.88086280411,5.37634408602,13.0737171138,21.1368015414
33,Żelazny golem,0.296359223301,0.344174757282,0.328640776699,0.618203883495,0.812688122251,0.844486333648,1.3432038835,1.85946601942,1.73640776699,2.53737864078,4.37992347513,4.81209899175,11.66395538,18.5108626872
34,Mag,0.136939404314,0.18341307815,0.264385964912,0.460701754386,0.634912280702,0.668058455115,0.790175438596,1.24245614035,1.19122807018,1.51157894737,3.51245614035,3.83368421053,9.14368421053,16.3587719298
35,Arcymag,0.125735294118,0.146273212923,0.234264705882,0.326176470588,0.426903429822,0.585697476794,0.627821670429,0.810363836825,1.01617647059,1.26838235294,2.38480392157,3.40647058824,8.13308823529,14.3475
36,Dżinn,0.137556561086,0.156787330317,0.135746606335,0.162458061098,0.368465252992,0.408014571949,0.63314479638,0.764932126697,0.595588235294,1.01809954751,2.04777438704,2.37234523272,5.76617647059,8.9505354411
37,Wielki dżinn,0.137898089172,0.156794055202,0.135987261146,0.162587258107,0.369201640896,0.382383065893,0.633227176221,0.764543524416,0.595966029724,0.809766454352,1.9958974359,2.18181818182,5.76507430998,8.9505354411
38,Naga,0.0659722222222,0.0773313492063,0.0804563492063,0.165376984127,0.182787698413,0.188124632569,0.300744047619,0.414632936508,0.44503968254,0.61498015873,0.995386904762,1.1099702381,2.68224206349,4.10842189036
39,Królewska naga,0.0531690140845,0.0609507042254,0.0518661971831,0.0613394672801,0.14161971831,0.154851197677,0.239894366197,0.292042253521,0.22588028169,0.43573943662,0.80514084507,0.916443661972,2.2185915493,3.38943661972
40,Gigant,0.0320064550834,0.0364174287251,0.0318955042527,0.0381600232278,0.0848604999758,0.0940445452065,0.142899408284,0.172350726197,0.139591178053,0.264739107047,0.462683373356,0.532386867791,1.34158402609,2.05816135084
41,Tytan,0.0114666666667,0.0134430598742,0.0190533333333,0.0270933333333,0.0371617329437,0.038383111431,0.0539393939394,0.0698121720134,0.08308,0.0888899423993,0.194906002424,0.210579092504,0.651894377265,1.15039259638
42,Chochlik,1.876,2.3,2.614,5.842,5.45031055901,5.64231738035,8.9,12.456,15.52,21.256,29.2192192192,32.3076923077,78.2995319813,131.180866966
43,Chowaniec,1.79,2.07166666667,1.78723404255,2.1247113164,4.8280605227,5.35244922342,8.10166666667,9.8,8.11833333333,13.75,26.8044077135,30.612244898,74.2455621302,120.219178082
44,Gog,0.503144654088,0.756603773585,0.792452830189,1.21132075472,2.36603773585,2.45076586433,3.06163522013,4.27547169811,3.79308176101,3.99786780384,12.4679245283,13.5163522013,32.2559748428,61.3603773585
45,Magog,0.458333333333,0.53875,0.700416666667,1.11166666667,1.91916666667,2.40333333333,2.2475,3.3075,3.12541666667,3.88666666667,12.2125,13.23375,31.6295833333,59.5916666667
46,Piekielny ogar,0.359663865546,0.410644257703,0.332190877933,0.383653044204,0.980446927374,1.06793802145,1.67871148459,2.1,1.54509803922,2.83613445378,5.43575418994,6.10280112045,14.5857142857,22.5372367745
47,Cerber,0.350510204082,0.400255102041,0.323214285714,0.370892965128,0.937244897959,1.01610342481,1.61020408163,2.025,1.47704081633,2.06887755102,5.1306122449,5.8762755102,14.1635204082,21.9839679359
48,Demon,0.214606741573,0.252192982456,0.265710670603,0.554157303371,0.600410537119,0.62326099054,0.994191242181,1.39146067416,1.74382022472,2.12651685393,3.27388963661,3.60515021459,8.71656825287,13.6697819315
49,Rogaty demon,0.20125,0.230970074312,0.215421439562,0.383333333333,0.549381749883,0.582271900182,0.911511675543,1.225,0.98898858075,1.78083333333,3.05686459315,3.35892514395,8.12661917098,12.7521069457
50,Czart,0.123529411765,0.141069676153,0.14441260745,0.264575163399,0.340677472581,0.364642682728,0.565869786368,0.76862745098,0.651111111111,1.19934640523,1.92007893439,2.11629547516,5.14558129998,7.98980335033
51,Czarci lord,0.123529411765,0.140931372549,0.121650326797,0.144472361809,0.330637254902,0.364642682728,0.566339869281,0.6875,0.531699346405,1.04926470588,1.84820261438,2.11503267974,5.14468954248,7.98766339869
52,Ifryt,0.0735928143713,0.0841916167665,0.0703910614525,0.0821868858317,0.195510499638,0.206356517734,0.330958083832,0.405449101796,0.305568862275,0.417757477859,1.07460378817,1.2268504995,3.0428742515,4.62649586167
53,Sułtański ifryt,0.0714285714286,0.0818722943723,0.0569646005696,0.0569465507103,0.190313852814,0.196905766526,0.322781385281,0.396212121212,0.23843468856,0.349113252339,1.02897631134,1.1433982684,2.74978354978,4.49613197397
54,Diabeł,0.0340521466379,0.0393648304254,0.0322877867085,0.0371691825132,0.0918055283278,0.0949617722015,0.155126445795,0.192354440306,0.143207214272,0.196647716134,0.491766320329,0.539658890414,1.37135855715,2.16112526955
55,Arcydiabeł,0.0232607167955,0.0274349964863,0.019128601546,0.0191562903427,0.063977512298,0.0665495432186,0.108278285313,0.136739283204,0.0835839775123,0.121222768798,0.346366830639,0.379550245959,0.917034434294,1.50324666198
56,Szkielet,1.29449838188,1.57967032967,2.25833333333,4.20666666667,3.60369609856,3.73333333333,6.10425240055,8.24684431978,13.31,15.17,19.2864222002,21.2981744422,51.2142857143,82.0954162769
57,Kościej,1.18823529412,1.42,1.55647058824,3.43058823529,3.4110787172,3.51097178683,5.56235294118,7.82470588235,9.7,13.0705882353,18.3239171375,20.1923076923,48.7755102041,78.0088888889
58,Ożywieniec,0.733944954128,0.855018587361,1.34795918367,2.13469387755,1.96308724832,2.03174603175,3.31841909023,4.49885233359,6.91326530612,8.01734693878,10.5189189189,11.563876652,27.9610027855,45.3305785124
59,Zombie,0.625,0.735764555342,0.894886363636,1.40137090632,1.69483341381,1.75,2.86173633441,3.87862796834,4.73125,5.71210967251,9.07649253731,9.96677740864,24.0488739818,39.1087344029
60,Zjawa,0.472222222222,0.552777777778,0.572619047619,1.18253968254,1.32303053147,1.3738117142,2.19603174603,3.05079365079,3.46428571429,4.66904761905,7.14128440367,7.86811539903,18.9969719909,30.2412129566
61,Upiór,0.473015873016,0.538412698413,0.437777777778,0.505355671519,1.27079365079,1.37296965982,2.13619047619,2.6653968254,2.02984126984,3.69047619048,6.94984126984,7.86444444444,18.9707936508,30.2107936508
62,Wampir,0.262882882883,0.298378378378,0.283063063063,0.464144144144,0.715315315315,0.756501182033,1.19279279279,1.5627027027,1.31873873874,2.39027027027,3.99927927928,4.39855855856,10.6115315315,16.5783783784
63,Wampirzy lord,0.572158365262,0.477266922095,0.126837125025,0.154738878143,0.448275862069,0.448762896925,2.18084291188,2.51570881226,0.658109833972,1.23333333333,3.41736909323,3.2183908046,7.37139208174,11.5844189017
64,Lisz,0.103773584906,0.120734908136,0.186202830189,0.259787735849,0.41391509434,0.602476415094,0.523221634333,0.693396226415,0.786438679245,1.04693396226,3.19846698113,3.47452830189,8.2491745283,15.8952830189
65,Arcylisz,0.0916589434662,0.106580166821,0.154309545876,0.213160333642,0.331325301205,0.507228915663,0.460611677479,0.585820203892,0.657367933272,0.834105653383,2.16422613531,2.93141797961,6.97006487488,13.1658943466
66,Czarny rycerz,0.0566363200767,0.0650694777192,0.05307721471,0.0608043356135,0.151182323298,0.162595724603,0.257115476761,0.319166267369,0.231680519729,0.395304264494,0.831197676405,0.932007811113,2.27691330581,3.55059270947
67,Upiorny rycerz,0.0503778337531,0.0584802686818,0.0479543292103,0.0550865217652,0.133959239753,0.141947340072,0.228799328296,0.282325776658,0.208648194794,0.2895193978,0.710400467273,0.803735456216,2.0067170445,3.10248524057
68,Kościany smok,0.0390200708383,0.0445985832349,0.0376328217237,0.0441098911636,0.103955135773,0.110054781733,0.175649350649,0.214757969303,0.164138134593,0.223406139315,0.553627311522,0.635301062574,1.60640495868,2.46697025918
69,Upiorny smok,0.03183560477,0.0367120954003,0.0255065892022,0.0254847645429,0.0850085178876,0.0877244512326,0.143292163543,0.176831345826,0.107133730835,0.156295586213,0.45,0.492908858603,1.22155025554,1.99146081772
70,Troglodyta,1.47457627119,1.81388012618,2.77627118644,5.16440677966,4.10526315789,4.24242424242,6.97492163009,9.39297124601,16.0016949153,18.113559322,21.988700565,24.2494226328,58.701754386,94.8756756757
71,Piekielny troglodyta,1.24880952381,1.52142857143,1.6869047619,3.75,3.59631147541,3.73022481266,5.89166666667,8.225,10.9702380952,13.9226190476,19.2292490119,21.2765957447,51.3190184049,81.9421101774
72,Harpia,0.714285714286,0.825324675325,0.751341681574,1.43376623377,1.97191011236,2.07792207792,3.25909090909,4.29480519481,3.56168831169,6.27077922078,10.6981858164,11.7647058824,28.5008517888,45.5896103896
73,Harpia wiedźma,0.709663865546,0.809243697479,0.638235294118,0.730158730159,1.8987394958,2.0,3.19537815126,4.01428571429,2.96722689076,4.07731092437,10.1693277311,11.3605042017,28.0731092437,45.1701680672
74,Złe oko,0.248214285714,0.311147186147,0.426488095238,0.701488095238,1.05089285714,1.10154905336,1.3244047619,2.08363095238,2.02083333333,2.3943452381,5.64876632801,6.17102556568,14.757424287,25.8269570335
75,Obserwator,0.239782016349,0.27784489007,0.404632152589,0.571662125341,0.79107505071,1.05016408814,1.17259552042,1.51937984496,1.80054495913,2.04137180185,4.82041119643,5.97765667575,14.2738419619,24.921253406
76,Meduza,0.170212765957,0.197764402408,0.314700193424,0.543520309478,0.710638297872,0.736963316335,0.860735009671,1.566344294,1.61199226306,1.87794970986,3.82263056093,4.17582205029,11.4825918762,18.0323017408
77,Meduza królewska,0.154939341421,0.16827626573,0.259445407279,0.38266897747,0.553017173468,0.651257450211,0.7036685642,1.12097053726,1.12270363951,1.46516464471,3.38284228769,3.70745233969,10.0708838821,15.7798960139
78,Minotaur,0.112934131737,0.129068462402,0.132673475834,0.286467065868,0.311391057488,0.332763871351,0.515284854099,0.704191616766,0.596047904192,1.09880239521,1.7758715094,1.96298373528,4.74969243872,7.28057076489
79,Wielki minotaur,0.106647940075,0.121722846442,0.104296001987,0.123680849634,0.284256559767,0.31217336771,0.483707865169,0.587453183521,0.457490636704,0.620809535634,1.5343373019,1.80288461538,4.41036906854,6.84181804007
80,Mantikora,0.0848093083387,0.0974789915966,0.0804494955944,0.0935196950445,0.226890756303,0.244675040961,0.384680025856,0.473303167421,0.350614091791,0.654492566257,1.27356173239,1.4338073691,3.47239819005,5.34177369286
81,Chimera,0.0823788546256,0.0943360604154,0.0782074359134,0.0906002265006,0.218868865748,0.226125580456,0.370988042794,0.456702328508,0.339899307741,0.467318836065,1.18405841193,1.31348511384,3.35959723096,5.16782475562
82,Czerwony smok,0.0293279455551,0.0337728626117,0.0283071033603,0.0329530597991,0.0786048490004,0.0813037639287,0.132752020417,0.163058273075,0.124712888133,0.169715014887,0.419013185878,0.459145044662,1.1895363675,1.86643981285
83,Czarny smok,0.0184726522188,0.0216374269006,0.0150556128884,0.0150537106579,0.0501891984864,0.0519206513015,0.084348125215,0.106295149639,0.0647746818025,0.0940717807591,0.26776745786,0.29307418874,0.705882352941,1.16904024768
84,Goblin,1.68333333333,2.035,2.25,4.95166666667,4.80821917808,4.9667405765,7.88,10.9616666667,12.9333333333,18.1633333333,25.504587156,28.0,67.8243243243,109.563046192
85,Hobgoblin,1.61538461538,1.88076923077,1.57697121402,1.86423505572,4.36567164179,4.80171489818,7.31025641026,8.90512820513,7.18846153846,13.7012820513,24.0543881335,27.1307692308,65.5512820513,104.976076555
86,Wilczy jeździec,0.743076923077,0.855654761905,0.721649484536,1.41538461538,2.09677419355,2.24224224224,3.42692307692,4.52307692308,3.37508698678,6.74307692308,11.5833333333,12.7349909036,30.7348438457,48.3259911894
87,Wilczy rycerz,0.670935960591,0.766995073892,0.662561576355,0.795159896283,1.85714285714,2.06546795758,3.10246305419,3.76945812808,3.10049261084,4.13300492611,9.76551724138,11.7019704433,28.1231527094,43.7201970443
88,Ork,0.416666666667,0.611458333333,0.65625,1.00885416667,1.98229166667,2.0410022779,2.53541666667,3.55208333333,3.1609375,3.36021505376,10.325,11.2270833333,26.6911458333,50.0651041667
89,Uruk,0.354166666667,0.456349206349,0.512403416023,0.857083333333,1.74583333333,1.79991964644,1.94666666667,3.19958333333,2.475,2.83446712018,9.09625,9.89791666667,23.52625,43.08
90,Ogr,0.191158900836,0.228038865755,0.333173076923,0.572355769231,0.526394721056,0.55050380929,0.920181968569,1.24973432519,1.84711538462,2.15240384615,2.94669897032,3.23425227168,7.73701248651,11.7122647805
91,Ogr szaman,0.153273809524,0.179613095238,0.181844421995,0.364732142857,0.425919184565,0.444444444444,0.732291666667,1.01160714286,1.01041666667,1.47202380952,2.3795549034,2.61096605744,6.23633200795,9.47834539367
92,Rok,0.120155793574,0.137098344693,0.113146551724,0.131503716409,0.318887980376,0.345545699961,0.545666991237,0.67994157741,0.498734177215,0.83982473223,1.80469257164,2.02996616723,4.89834469328,7.54924731183
93,Ptak gromu,0.120253164557,0.136889692586,0.113227893602,0.131541321132,0.319258589512,0.330798198331,0.546925858951,0.678661844485,0.498734177215,0.689963833635,1.75695196822,1.91934900542,4.89773960217,7.54600171969
94,Cyklop,0.0586983637831,0.0683384834799,0.0936733328377,0.145339652449,0.252046531667,0.309413633538,0.289562727746,0.371563981043,0.391943127962,0.500200080032,1.65244865719,1.79612954186,4.27417061611,7.886492891
95,Cyklop królewski,0.0554400554401,0.0645668407164,0.0894663894664,0.124031007752,0.196330685759,0.29298280034,0.270204626875,0.340909090909,0.37325017325,0.398406374502,1.05514287263,1.68946638947,4.07595287595,7.49279279279
96,Behemot,0.0343137254902,0.0393105629349,0.033122157672,0.06110056926,0.0906180616513,0.0964644072176,0.14531941809,0.185958254269,0.143308808321,0.281435800127,0.475689945978,0.513334474077,1.25183947322,1.88966883424
97,Starożytny behemot,0.0230544747082,0.0266050583658,0.0215629053178,0.0244148399766,0.0588521400778,0.0608439380152,0.0939850843061,0.116455901427,0.0909046692607,0.121952010376,0.282413723043,0.313073035467,0.728383595043,1.02085684042
98,Gnoll,1.16788321168,1.43034825871,2.25,3.97142857143,3.25905292479,3.36842105263,5.53482587065,7.5,12.5428571429,14.2196428571,17.6427923844,19.4986072423,47.438563327,78.3571428571
99,Gnoll maruder,1.09555555556,1.30888888889,1.49222222222,3.37333333333,3.14234556849,3.25344952796,5.12888888889,7.26111111111,9.16111111111,12.5244444444,17.0402802102,18.7667560322,45.7520510483,74.7529812606
100,Jaszczuroczłek,0.590405904059,0.831525668836,0.8,1.22015915119,2.46835443038,2.55561893896,3.33083832335,4.65558194774,3.84920634921,4.12087912088,13.1397704254,14.3442622951,34.5423262216,65.3462397617
101,Reptilion,0.398208063713,0.508399646331,0.572207084469,0.962343096234,1.87901498929,1.94867333623,2.03754578755,3.48547717842,2.89206917114,3.12760633862,10.0829015544,10.9775222164,26.4575645756,50.5529953917
102,Gorgona,0.108539325843,0.127635960044,0.128702757916,0.257078651685,0.30269058296,0.314033366045,0.502921348315,0.687415730337,0.72191011236,0.994157303371,1.59377559378,1.75908862456,4.30741503605,6.89774424271
103,Wielka gorgona,0.100194552529,0.115272373541,0.0929546292881,0.178988326848,0.262960743182,0.277812228699,0.422361427487,0.571984435798,0.391160577466,0.753988326848,1.14842136323,1.24636476942,2.51339576343,3.30135801076
104,Ważka,0.46875,0.535546875,0.424528301887,0.482180293501,1.25,1.2962962963,2.0859375,2.64140625,1.93515625,2.64924055104,6.68498797664,7.5,18.5066371681,29.8097826087
105,Smocza ważka,0.45078125,0.516796875,0.35472972973,0.354186717998,1.21917332407,1.24895455813,2.009765625,2.547265625,1.54311167674,2.26449275362,6.45225464191,7.07547169811,17.1472497438,28.6422976501
106,Bazyliszek,0.208152173913,0.245289855072,0.258152173913,0.538768115942,0.579686209744,0.601180891036,0.968297101449,1.34130434783,1.40579710145,2.02971014493,3.16063017703,3.47797283869,8.43387665938,13.1831155175
107,Bazyliszek większy,0.18837535014,0.215826330532,0.175414172351,0.202242251044,0.503781512605,0.542701393095,0.864845938375,1.07100840336,0.766106442577,1.26050420168,2.79355742297,3.1362745098,7.60056022409,11.8578570463
108,Wiwerna,0.0938518518519,0.107481481481,0.0888888888889,0.102868004696,0.250606882765,0.270907661607,0.427777777778,0.526592592593,0.388444444444,0.652814814815,1.38940454091,1.56518518519,3.81066666667,5.9257258609
109,Wiwerna królewska,0.0833992094862,0.0955862977602,0.080738177624,0.0949530395294,0.223552639959,0.230904030512,0.38023715415,0.464229249012,0.353557312253,0.482874066443,1.20570012392,1.31950989632,3.43537549407,5.33138934451
110,Hydra,0.0363106796117,0.0428883495146,0.0439563106796,0.0887621359223,0.101165048544,0.104653335825,0.168762135922,0.231893203883,0.247208737864,0.340606796117,0.547597087379,0.603689320388,1.44662621359,2.28650485437
111,Hydra chaosu,0.0284943517113,0.0329118192548,0.0260664306188,0.0293718572911,0.0765638172315,0.0812004720958,0.129640870005,0.163109087844,0.114719271624,0.189681335357,0.417315798348,0.465789917383,1.11595009273,1.7756196257
112,Żywiołak powietrza,0.334831460674,0.381460674157,0.309506263817,0.355693021458,0.896322778345,0.963648096365,1.51516853933,1.89943820225,1.40028089888,2.31741573034,4.95417515275,5.56881463803,13.4269662921,21.1673902557
113,Żywiołak ziemi,0.237318303174,0.280214424951,0.339439655172,0.578181818182,0.644628099174,0.668956249067,1.08988488856,1.49049429658,1.85696969697,2.25157610327,3.50630630631,3.85674931129,9.32552954292,14.6510851419
114,Żywiołak ognia,0.28231884058,0.323397075366,0.289322617681,0.533333333333,0.764872521246,0.811594202899,1.29826086957,1.7252173913,1.35248187395,2.40463768116,4.26847992981,4.69273743017,11.2710532225,17.583650571
115,Żywiołak wody,0.309206349206,0.360727728984,0.35472972973,0.692698412698,0.855888807608,0.878775990585,1.39367366113,1.93650793651,1.92444444444,2.76031746032,4.57666980245,5.03838771593,12.2027716995,19.5543672014
116,Złoty golem,0.162333333333,0.190523525514,0.191985372543,0.383333333333,0.449021363695,0.465841738588,0.752333333333,1.02733333333,1.172,1.46883333333,2.4309806371,2.67209568647,6.48952676493,10.2046511628
117,Diamentowy golem,0.122967741935,0.144781568677,0.150591609896,0.309935483871,0.341838722244,0.353033884949,0.575741935484,0.78464516129,0.813548387097,1.15535483871,1.87530114677,2.06226063046,4.99353298179,7.74307393683
118,Nimfa,2.18909090909,2.52,2.29090909091,2.77945619335,5.88926174497,6.72672672673,9.90909090909,11.8236363636,10.2509090909,17.7272727273,33.264957265,38.4181818182,93.2490909091,154.507042254
119,Rusałka,1.36,1.57368421053,1.60421052632,2.10631578947,3.67539267016,4.10256410256,6.17578947368,8.04631578947,7.40210526316,9.48421052632,19.518555667,27.0778947368,71.8168421053,113.163157895
120,Żywiołak umysłu,0.0671060515279,0.0769922109047,0.0667408231368,0.0805463141306,0.178272131647,0.215291460426,0.302875973637,0.420611144398,0.294787297783,0.52804074296,1.01391132184,1.27237866986,3.10575194727,4.72030981067
121,Żywiołak magii,0.0561133200795,0.0644135188867,0.0571739722298,0.0701834687417,0.148470876866,0.163426111699,0.253330019881,0.348906560636,0.253827037773,0.342763127828,0.818782345269,1.04373757455,2.65820079523,4.02679636597
122,Żywiołak lodu,0.235263157895,0.273288973384,0.315789473684,0.484210526316,0.923684210526,1.1031765575,1.12544258978,1.53846153846,1.39289473684,1.70029471775,5.66473684211,6.18210526316,14.8586842105,27.425
123,Żywiołak magmy,0.194897959184,0.223214285714,0.208367785679,0.375510204082,0.530612244898,0.562672695303,0.888933280064,1.2,0.945603431468,1.69775510204,2.94536098078,3.24675324675,7.86184210526,12.2999299229
124,Żywiołak burzy,0.240740740741,0.279423868313,0.344238683128,0.482716049383,0.842798353909,1.19259259259,1.17901234568,1.50843621399,1.51790123457,1.64444444444,4.41666666667,6.71090534979,16.0069958848,29.7384773663
125,Żywiołak energii,0.27085106383,0.309361702128,0.247592847318,0.281517747858,0.719852337982,0.778183081466,1.26319148936,1.59893617021,1.12063829787,1.5762925599,4.00329150381,4.56191489362,10.9327659574,16.7929582855
126,Ognisty ptak,0.0376951836376,0.0435232021113,0.0303276885859,0.0303620342563,0.101055641082,0.104684407302,0.171013855289,0.210930283704,0.127666593358,0.186056740708,0.540378271388,0.592456564768,1.44180778535,2.3921926545
127,Feniks,0.0315429251599,0.0362594851957,0.0252789763428,0.0252466349254,0.0838714477012,0.0866537717602,0.140678470466,0.17443832763,0.106085403958,0.154485939592,0.441541437286,0.482829936021,1.19336408273,1.8800624907
128,Błękitny smok,0.00492104762509,0.00548671443972,0.00384425137929,0.00384425137929,0.0119639799607,0.0120730547276,0.018906715708,0.0234916608536,0.0143775762572,0.0207153275414,0.0536051747099,0.0573466928784,0.125595789207,0.202611452851
