,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł
89,Uruk,,,,,,,,1.30595238095,1.22474226804,,,,,
90,Ogr,,,,1.29402173913,0.623875224955,0.511182108626,,,1.58432989691,,0.629921259843,0.640689973818,0.64128256513,0.555184839183
91,Ogr szaman,1.2875,,,1.33206521739,,0.666666666667,,,1.4,1.31893333333,,,,0.725780321849
92,Rok,1.5425,1.22434782609,,0.733990851915,,0.792132664867,1.2593258427,,,,,,,
93,Ptak gromu,1.6625,1.31652173913,,0.790677723763,,,1.3593258427,1.27653061224,,,,,,
94,Cyklop,,0.752317565961,,,,,,0.8,,,,,,
95,Cyklop królewski,,,,,,,,,,0.766533864542,0.782410670715,,,1.2320077484
96,Behemot,1.35625,,,,,0.680849231299,,,,,0.772935050967,0.772935050967,0.788666350735,0.680849231299
97,Starożytny behemot,1.7775,1.42695652174,,,,,1.30269662921,1.22159863946,,,,,,0.71748461619
98,Gnoll,,0.696517412935,,1.20869565217,0.519962859796,0.421052631579,0.696517412935,0.714285714286,1.44824742268,,0.507706255666,0.519962859796,0.529300567108,0.5
99,Gnoll maruder,1.2325,,,1.65,,0.653594771242,,,1.7,1.50293333333,0.788091068301,,,0.76660988075
100,Jaszczuroczłek,,,,,,0.718767826583,,,,0.692307692308,,,,
101,Reptilion,0.776505724241,0.689655172414,0.708446866485,,,0.678555893867,0.714285714286,,,0.650542118432,,,,
102,Gorgona,1.2075,,,1.24347826087,0.767506036564,0.623860928081,,,1.32474226804,,0.728910728911,0.745518512314,0.763817370409,0.699520553329
103,Wielka gorgona,1.2875,,0.758391737366,,0.770152831885,0.637479846211,,,,,0.606668633815,0.610125229984,0.514797936802,0.38671331302
104,Ważka,1.5,,,0.670859538784,,0.740740740741,,,,,,,,
105,Smocza ważka,1.4425,,0.720720720721,0.492781520693,,0.713688318929,,,,0.772946859903,,,,
106,Bazyliszek,1.43625,,,1.61630434783,,0.740740740741,1.20112359551,1.25918367347,1.6,1.49386666667,,,,
107,Bazyliszek większy,1.68125,1.34,,0.784787865465,,,1.38764044944,1.30051020408,,,,,,
108,Wiwerna,1.58375,1.26173913043,,0.754738077934,,,1.29775280899,1.20901360544,,,,,,
109,Wiwerna królewska,1.5825,1.26173913043,,0.783362576117,,0.782393567673,1.29707865169,,,,,,,
110,Hydra,1.87,1.53652173913,1.4373015873,1.9875,,,1.56247191011,1.62482993197,2.1,1.87106666667,,,,
111,Hydra chaosu,2.1125,1.69739130435,1.22698412698,,1.29373219373,,1.72786516854,1.64523809524,1.40288659794,1.5,1.27189105858,1.31552380952,1.31872883044,
112,Żywiołak powietrza,1.49,,,0.688188671951,,0.765756076576,1.21213483146,,,,,,,
113,Żywiołak ziemi,,,,,0.606060606061,0.492757951321,,,1.26350515464,,0.594594594595,0.606060606061,0.613154960981,0.550918196995
114,Żywiołak ognia,1.2175,,0.792192881745,,0.751797777294,0.625,,,,,0.756744900197,0.77094972067,0.774758589715,0.691244239631
115,Żywiołak wody,1.2175,,,,0.768105340161,0.61788936838,,,1.24989690722,,0.74082784572,0.75575815739,0.765864332604,0.701871657754
116,Złoty golem,1.2175,,,1.25,0.767557886657,0.623895185609,,,1.44989690722,,0.749531542786,0.763455910421,0.77579519007,0.697674418605
117,Diamentowy golem,,,,1.30543478261,0.754772107519,0.610717100079,,,1.3,,0.746843981883,0.761072375528,0.771067555467,0.683783306864
118,Nimfa,1.505,1.2052173913,,,,,1.22471910112,,,1.3,,,,
119,Rusałka,1.615,1.3,1.20952380952,,,,1.31842696629,1.3,1.44989690722,1.20133333333,,1.22495238095,1.35935445308,1.22498860529
120,Żywiołak umysłu,1.4,,,0.73060759937,,,,,,,,,,
121,Żywiołak magii,1.41125,,,0.767440973414,,0.733958340933,,,,,,,,
122,Żywiołak lodu,,,,,,,,,,,,,,
123,Żywiołak magmy,,,,,0.740740740741,0.615423260487,,,,,0.74163765703,0.757575757576,0.767543859649,0.686755430974
124,Żywiołak burzy,1.4625,,1.32777777778,1.275,,1.29375,1.28764044944,1.24676870748,1.52103092784,,,1.5530952381,1.54999003786,1.64686645397
125,Żywiołak energii,1.59125,1.26434782609,,0.719094247246,,,1.33415730337,1.27806122449,,,,,,
126,Ognisty ptak,2.1425,1.72086956522,,0.750305270453,1.30911680912,,1.74741573034,1.63112244898,,,1.26264131552,1.28280952381,1.30621637776,1.23943710119
127,Feniks,2.65,2.11913043478,1.34841269841,,1.60598290598,1.3,2.12471910112,1.99387755102,1.47010309278,1.3844,1.52497430627,1.54528571429,1.5980474198,1.43982452142
128,Błękitny smok,4.85,3.76173913043,2.40555555556,1.6472826087,2.68746438746,2.12477678571,3.34988764045,3.15,2.33731958763,2.17773333333,2.17189105858,2.1530952381,1.97302251445,1.82029398359
129,Kryształowy smok,3.105,2.41130434783,1.53492063492,,1.72621082621,1.3671875,2.16404494382,2.04047619048,1.49896907216,1.40453333333,1.57810894142,1.61747619048,1.66873879259,1.53904968095
130,Czarodziejski smok,5.7,4.6052173913,2.90158730159,1.9875,3.48746438746,2.82477678571,4.64359550562,4.52482993197,3.21216494845,3.06253333333,3.35,3.40619047619,3.46873879259,3.17186645397
131,Rdzawy smok,2.99125,2.48086956522,1.57222222222,,1.89857549858,1.54575892857,2.53168539326,2.49387755102,1.81525773196,1.7104,1.86089414183,1.89061904762,1.90527993624,1.75051276208
132,Czarodziej,,,1.4880952381,1.3875,,,,,1.58824742268,,,,1.28481769277,1.33535779398
133,Strzelec,,,,,,,,,,0.719114935464,,,1.24686192469,1.78592752963
134,Niziołek,,0.769230769231,,1.2527173913,,,,,,,,,,1.275
135,Chłop,,,2.1246031746,2.6,0.635593220339,0.515463917526,,,2.85298969072,1.9656,0.617283950617,0.632911392405,0.643776824034,0.583657587549
136,Knurzy jeździec,1.25,,,,0.787615426399,0.649641577061,,,,,0.77086656034,0.786334056399,0.792349726776,0.727181544634
137,Mumia,1.25,,,,0.782381918285,0.636192271442,,,1.3,,0.759493670886,0.773860705073,0.781476121563,0.714285714286
138,Nomad,1.505,,,0.66129959747,,0.772849462366,1.23101123596,,,,,,,
139,Rozbójnik,1.26875,,,1.45,,0.69587628866,,,,1.40613333333,,,,0.739726027397
140,Troll,1.9625,1.54956521739,1.2373015873,,1.20028490028,,1.63415730337,1.51224489796,1.4781443299,1.57506666667,1.25,1.33823809524,1.33903167962,
