,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł
25,Jednorożec bitewny,0.0394088669951,0.0566502463054,0.0620689655172,0.0906403940887,0.172906403941,0.220689655172,0.21921182266,0.289655172414,0.238916256158,0.369458128079,0.958620689655,1.03448275862,2.4724137931,4.32315270936
26,Zielony smok,0.0164203612479,0.0236042692939,0.0258620689655,0.0377668308703,0.0720443349754,0.0919540229885,0.0913382594417,0.120689655172,0.0995484400657,0.1539408867,0.399425287356,0.431034482759,1.03017241379,1.8013136289
27,Złoty smok,0.00928828515035,0.0133519099036,0.0146290491118,0.0213630558458,0.0407523510972,0.052014396842,0.0516660861488,0.0682688958551,0.056310228724,0.0870776732846,0.225937536282,0.243817485197,0.58272378962,1.01892488099
28,Gremlin,1.81818181818,2.61363636364,2.86363636364,4.18181818182,7.97727272727,10.1818181818,10.1136363636,13.3636363636,11.0227272727,17.0454545455,44.2272727273,47.7272727273,114.068181818,199.454545455
29,Większy gremlin,1.21212121212,1.74242424242,1.90909090909,2.78787878788,5.31818181818,6.78787878788,6.74242424242,8.90909090909,7.34848484848,11.3636363636,29.4848484848,31.8181818182,76.0454545455,132.96969697
30,Kamienny gargulec,0.484848484848,0.69696969697,0.763636363636,1.11515151515,2.12727272727,2.71515151515,2.69696969697,3.56363636364,2.93939393939,4.54545454545,11.7939393939,12.7272727273,30.4181818182,53.1878787879
31,Obsydianowy gargulec,0.398009950249,0.572139303483,0.626865671642,0.915422885572,1.74626865672,2.22885572139,2.21393034826,2.92537313433,2.41293532338,3.73134328358,9.6815920398,10.447761194,24.9701492537,43.6616915423
32,Kamienny golem,0.32,0.46,0.504,0.736,1.404,1.792,1.78,2.352,1.94,3.0,7.784,8.4,20.076,35.104
33,Żelazny golem,0.194174757282,0.279126213592,0.305825242718,0.446601941748,0.851941747573,1.08737864078,1.08009708738,1.42718446602,1.17718446602,1.82038834951,4.72330097087,5.09708737864,12.182038835,21.3009708738
34,Mag,0.140350877193,0.201754385965,0.221052631579,0.322807017544,0.615789473684,0.785964912281,0.780701754386,1.03157894737,0.850877192982,1.31578947368,3.41403508772,3.68421052632,8.80526315789,15.3964912281
35,Arcymag,0.117647058824,0.169117647059,0.185294117647,0.270588235294,0.516176470588,0.658823529412,0.654411764706,0.864705882353,0.713235294118,1.10294117647,2.86176470588,3.08823529412,7.38088235294,12.9058823529
36,Dżinn,0.0904977375566,0.130090497738,0.142533936652,0.20814479638,0.397058823529,0.506787330317,0.503393665158,0.665158371041,0.548642533937,0.848416289593,2.20135746606,2.37556561086,5.67760180995,9.92760180995
37,Wielki dżinn,0.0849256900212,0.122080679406,0.133757961783,0.195329087049,0.372611464968,0.475583864119,0.472399150743,0.624203821656,0.514861995754,0.796178343949,2.06581740977,2.22929936306,5.32802547771,9.31634819533
38,Naga,0.0396825396825,0.0570436507937,0.0625,0.0912698412698,0.174107142857,0.222222222222,0.220734126984,0.291666666667,0.240575396825,0.372023809524,0.965277777778,1.04166666667,2.48958333333,4.35317460317
39,Królewska naga,0.0281690140845,0.0404929577465,0.0443661971831,0.0647887323944,0.123591549296,0.157746478873,0.156690140845,0.207042253521,0.170774647887,0.264084507042,0.685211267606,0.739436619718,1.76725352113,3.09014084507
40,Gigant,0.0215169445939,0.0309306078537,0.0338891877353,0.0494889725659,0.0944055944056,0.120494889726,0.119688004303,0.158149542765,0.1304464766,0.201721355568,0.523399677246,0.564819795589,1.34991931146,2.36040882195
41,Tytan,0.0106666666667,0.0153333333333,0.0168,0.0245333333333,0.0468,0.0597333333333,0.0593333333333,0.0784,0.0646666666667,0.1,0.259466666667,0.28,0.6692,1.17013333333
42,Chochlik,1.6,2.3,2.52,3.68,7.02,8.96,8.9,11.76,9.7,15.0,38.92,42.0,100.38,175.52
43,Chowaniec,1.33333333333,1.91666666667,2.1,3.06666666667,5.85,7.46666666667,7.41666666667,9.8,8.08333333333,12.5,32.4333333333,35.0,83.65,146.266666667
44,Gog,0.503144654088,0.723270440252,0.792452830189,1.1572327044,2.20754716981,2.81761006289,2.79874213836,3.69811320755,3.05031446541,4.71698113208,12.2389937107,13.2075471698,31.5660377358,55.1949685535
45,Magog,0.333333333333,0.479166666667,0.525,0.766666666667,1.4625,1.86666666667,1.85416666667,2.45,2.02083333333,3.125,8.10833333333,8.75,20.9125,36.5666666667
46,Piekielny ogar,0.224089635854,0.322128851541,0.352941176471,0.515406162465,0.983193277311,1.25490196078,1.24649859944,1.64705882353,1.35854341737,2.10084033613,5.45098039216,5.88235294118,14.0588235294,24.5826330532
47,Cerber,0.204081632653,0.293367346939,0.321428571429,0.469387755102,0.895408163265,1.14285714286,1.13520408163,1.5,1.23724489796,1.91326530612,4.96428571429,5.35714285714,12.8035714286,22.387755102
48,Demon,0.179775280899,0.258426966292,0.283146067416,0.413483146067,0.788764044944,1.00674157303,1.0,1.32134831461,1.08988764045,1.68539325843,4.37303370787,4.7191011236,11.2786516854,19.7213483146
49,Rogaty demon,0.166666666667,0.239583333333,0.2625,0.383333333333,0.73125,0.933333333333,0.927083333333,1.225,1.01041666667,1.5625,4.05416666667,4.375,10.45625,18.2833333333
50,Czart,0.104575163399,0.150326797386,0.164705882353,0.240522875817,0.458823529412,0.585620915033,0.581699346405,0.76862745098,0.633986928105,0.980392156863,2.54379084967,2.74509803922,6.56078431373,11.4718954248
51,Czarci lord,0.0653594771242,0.093954248366,0.102941176471,0.150326797386,0.286764705882,0.366013071895,0.363562091503,0.480392156863,0.396241830065,0.612745098039,1.58986928105,1.71568627451,4.10049019608,7.16993464052
52,Ifryt,0.0479041916168,0.0688622754491,0.0754491017964,0.110179640719,0.210179640719,0.268263473054,0.266467065868,0.352095808383,0.290419161677,0.449101796407,1.16526946108,1.25748502994,3.00538922156,5.25508982036
53,Sułtański ifryt,0.04329004329,0.0622294372294,0.0681818181818,0.0995670995671,0.189935064935,0.242424242424,0.240800865801,0.318181818182,0.262445887446,0.405844155844,1.05303030303,1.13636363636,2.71590909091,4.74891774892
54,Diabeł,0.0156831993727,0.0225445990982,0.024701039012,0.0360713585571,0.0688100372476,0.087825916487,0.0872377965105,0.115271515389,0.0950793961968,0.147029994119,0.38149382474,0.411683983533,0.983924720643,1.72044697118
55,Arcydiabeł,0.011243851019,0.0161630358398,0.0177090653549,0.0258608573436,0.0493323963457,0.0629655657063,0.062543921293,0.0826423049895,0.0681658468025,0.105411103303,0.273506676037,0.295151089248,0.705411103303,1.23345045678
56,Szkielet,1.33333333333,1.91666666667,2.1,3.06666666667,5.85,7.46666666667,7.41666666667,9.8,8.08333333333,12.5,32.4333333333,35.0,83.65,146.266666667
57,Kościej,0.941176470588,1.35294117647,1.48235294118,2.16470588235,4.12941176471,5.27058823529,5.23529411765,6.91764705882,5.70588235294,8.82352941176,22.8941176471,24.7058823529,59.0470588235,103.247058824
58,Ożywieniec,0.816326530612,1.17346938776,1.28571428571,1.87755102041,3.58163265306,4.57142857143,4.54081632653,6.0,4.94897959184,7.65306122449,19.8571428571,21.4285714286,51.2142857143,89.5510204082
59,Zombie,0.625,0.8984375,0.984375,1.4375,2.7421875,3.5,3.4765625,4.59375,3.7890625,5.859375,15.203125,16.40625,39.2109375,68.5625
60,Zjawa,0.31746031746,0.456349206349,0.5,0.730158730159,1.39285714286,1.77777777778,1.76587301587,2.33333333333,1.9246031746,2.97619047619,7.72222222222,8.33333333333,19.9166666667,34.8253968254
61,Upiór,0.253968253968,0.365079365079,0.4,0.584126984127,1.11428571429,1.42222222222,1.4126984127,1.86666666667,1.53968253968,2.38095238095,6.17777777778,6.66666666667,15.9333333333,27.8603174603
62,Wampir,0.144144144144,0.207207207207,0.227027027027,0.331531531532,0.632432432432,0.807207207207,0.801801801802,1.05945945946,0.873873873874,1.35135135135,3.50630630631,3.78378378378,9.04324324324,15.8126126126
63,Wampirzy lord,0.102171136654,0.14687100894,0.16091954023,0.234993614304,0.448275862069,0.572158365262,0.568326947637,0.750957854406,0.619412515964,0.95785440613,2.48531289911,2.68199233716,6.40996168582,11.2081736909
64,Lisz,0.0943396226415,0.135613207547,0.14858490566,0.216981132075,0.41391509434,0.528301886792,0.524764150943,0.693396226415,0.571933962264,0.884433962264,2.29481132075,2.47641509434,5.91863207547,10.3490566038
65,Arcylisz,0.0741427247451,0.106580166821,0.116774791474,0.170528266914,0.325301204819,0.415199258573,0.412418906395,0.544949026877,0.449490268767,0.695088044486,1.80352177943,1.94624652456,4.6515291937,8.13345690454
66,Czarny rycerz,0.0383325347389,0.0551030186871,0.0603737422137,0.0881648298994,0.168183996167,0.214662194538,0.213224724485,0.281744130331,0.232390991854,0.359367513177,0.932438907523,1.0062290369,2.40488739818,4.20507906085
67,Upiorny rycerz,0.0335852225021,0.0482787573468,0.0528967254408,0.0772460117548,0.147355163728,0.188077246012,0.186817800168,0.24685138539,0.203610411419,0.314861460957,0.816960537364,0.88161209068,2.10705289673,3.68429890848
68,Kościany smok,0.0236127508855,0.0339433293979,0.0371900826446,0.0543093270366,0.10360094451,0.132231404959,0.1313459268,0.173553719008,0.143152302243,0.221369539551,0.574380165289,0.619834710744,1.48140495868,2.59031877214
69,Upiorny smok,0.0170357751278,0.0244889267462,0.0268313458262,0.0391822827939,0.0747444633731,0.0954003407155,0.0947614991482,0.125212947189,0.103279386712,0.159710391823,0.414395229983,0.447189097104,1.06878194208,1.86882453152
70,Troglodyta,1.35593220339,1.94915254237,2.13559322034,3.1186440678,5.94915254237,7.59322033898,7.54237288136,9.96610169492,8.22033898305,12.7118644068,32.9830508475,35.593220339,85.0677966102,148.745762712
71,Piekielny troglodyta,0.952380952381,1.36904761905,1.5,2.19047619048,4.17857142857,5.33333333333,5.29761904762,7.0,5.77380952381,8.92857142857,23.1666666667,25.0,59.75,104.476190476
72,Harpia,0.519480519481,0.746753246753,0.818181818182,1.19480519481,2.27922077922,2.90909090909,2.88961038961,3.81818181818,3.14935064935,4.87012987013,12.6363636364,13.6363636364,32.5909090909,56.987012987
73,Harpia wiedźma,0.336134453782,0.483193277311,0.529411764706,0.773109243697,1.47478991597,1.88235294118,1.86974789916,2.47058823529,2.03781512605,3.1512605042,8.17647058824,8.82352941176,21.0882352941,36.8739495798
74,Złe oko,0.238095238095,0.342261904762,0.375,0.547619047619,1.04464285714,1.33333333333,1.3244047619,1.75,1.44345238095,2.23214285714,5.79166666667,6.25,14.9375,26.119047619
75,Obserwator,0.217983651226,0.313351498638,0.343324250681,0.50136239782,0.956403269755,1.22070844687,1.21253405995,1.60217983651,1.32152588556,2.04359673025,5.30245231608,5.72207084469,13.6757493188,23.9128065395
76,Meduza,0.154738878143,0.222437137331,0.243713733075,0.355899419729,0.678916827853,0.866537717602,0.860735009671,1.13733075435,0.938104448743,1.45067698259,3.76402321083,4.06189555126,9.7079303675,16.9748549323
77,Meduza królewska,0.138648180243,0.199306759099,0.218370883882,0.318890814558,0.608318890815,0.776429809359,0.7712305026,1.01906412478,0.840554592721,1.29982668977,3.3726169844,3.63951473137,8.69844020797,15.2097053726
78,Minotaur,0.0958083832335,0.137724550898,0.150898203593,0.220359281437,0.420359281437,0.536526946108,0.532934131737,0.704191616766,0.580838323353,0.898203592814,2.33053892216,2.51497005988,6.01077844311,10.5101796407
79,Wielki minotaur,0.0749063670412,0.107677902622,0.11797752809,0.172284644195,0.328651685393,0.419475655431,0.416666666667,0.550561797753,0.454119850187,0.702247191011,1.82209737828,1.96629213483,4.69943820225,8.21722846442
80,Mantikora,0.0517129928895,0.0743374272786,0.0814479638009,0.118939883646,0.226890756303,0.289592760181,0.287653522948,0.380090497738,0.313510019392,0.484809308339,1.25791855204,1.35746606335,3.2443438914,5.67291531997
81,Chimera,0.0503461296413,0.0723725613593,0.079295154185,0.115796098175,0.220893643801,0.281938325991,0.28005034613,0.370044052863,0.30522341095,0.471994965387,1.22466960352,1.32158590308,3.15859030837,5.52297042165
82,Czerwony smok,0.0170140365802,0.024457677584,0.0267971076138,0.0391322841344,0.0746490854955,0.095278604849,0.0946405784772,0.125053168864,0.103147596767,0.159506592939,0.413866439813,0.44661846023,1.06741811995,1.86643981285
83,Czarny smok,0.00917325994725,0.0131865611742,0.0144478844169,0.0210984978787,0.0402476780186,0.0513702557046,0.0510262584566,0.0674234606123,0.0556128884302,0.0859993120055,0.223139548217,0.240798073615,0.575507395941,1.00630661621
84,Goblin,1.33333333333,1.91666666667,2.1,3.06666666667,5.85,7.46666666667,7.41666666667,9.8,8.08333333333,12.5,32.4333333333,35.0,83.65,146.266666667
85,Hobgoblin,1.02564102564,1.47435897436,1.61538461538,2.35897435897,4.5,5.74358974359,5.70512820513,7.53846153846,6.21794871795,9.61538461538,24.9487179487,26.9230769231,64.3461538462,112.512820513
86,Wilczy jeździec,0.615384615385,0.884615384615,0.969230769231,1.41538461538,2.7,3.44615384615,3.42307692308,4.52307692308,3.73076923077,5.76923076923,14.9692307692,16.1538461538,38.6076923077,67.5076923077
87,Wilczy rycerz,0.394088669951,0.566502463054,0.620689655172,0.906403940887,1.72906403941,2.20689655172,2.1921182266,2.89655172414,2.38916256158,3.69458128079,9.58620689655,10.3448275862,24.724137931,43.2315270936
88,Ork,0.416666666667,0.598958333333,0.65625,0.958333333333,1.828125,2.33333333333,2.31770833333,3.0625,2.52604166667,3.90625,10.1354166667,10.9375,26.140625,45.7083333333
89,Uruk,0.333333333333,0.479166666667,0.525,0.766666666667,1.4625,1.86666666667,1.85416666667,2.45,2.02083333333,3.125,8.10833333333,8.75,20.9125,36.5666666667
90,Ogr,0.192307692308,0.276442307692,0.302884615385,0.442307692308,0.84375,1.07692307692,1.06971153846,1.41346153846,1.16586538462,1.80288461538,4.67788461538,5.04807692308,12.0649038462,21.0961538462
91,Ogr szaman,0.119047619048,0.171130952381,0.1875,0.27380952381,0.522321428571,0.666666666667,0.662202380952,0.875,0.721726190476,1.11607142857,2.89583333333,3.125,7.46875,13.0595238095
92,Rok,0.0778967867575,0.111976630964,0.122687439143,0.179162609542,0.341772151899,0.436222005842,0.433300876339,0.572541382668,0.472249269718,0.730282375852,1.89483933788,2.04479065239,4.8870496592,8.5452775073
93,Ptak gromu,0.0723327305606,0.103978300181,0.113924050633,0.166365280289,0.317359855335,0.405063291139,0.402350813743,0.53164556962,0.438517179024,0.678119349005,1.75949367089,1.89873417722,4.53797468354,7.9349005425
94,Cyklop,0.0631911532385,0.0908372827804,0.0995260663507,0.145339652449,0.277251184834,0.353870458136,0.351500789889,0.464454976303,0.383096366509,0.592417061611,1.53712480253,1.65876777251,3.9644549763,6.93206951027
95,Cyklop królewski,0.0554400554401,0.0796950796951,0.0873180873181,0.127512127512,0.243243243243,0.310464310464,0.308385308385,0.407484407484,0.336105336105,0.519750519751,1.34857934858,1.4553014553,3.47817047817,6.08177408177
96,Behemot,0.0253004427577,0.0363693864643,0.0398481973435,0.0581910183428,0.1110056926,0.141682479443,0.14073371284,0.185958254269,0.153383934219,0.237191650854,0.615433270082,0.664136622391,1.58728652751,2.77545857052
97,Starożytny behemot,0.0129701686122,0.01864461738,0.0204280155642,0.029831387808,0.056906614786,0.0726329442283,0.0721465629053,0.0953307392996,0.0786316472114,0.121595330739,0.315499351492,0.34046692607,0.813715953307,1.42282749676
98,Gnoll,1.42857142857,2.05357142857,2.25,3.28571428571,6.26785714286,8.0,7.94642857143,10.5,8.66071428571,13.3928571429,34.75,37.5,89.625,156.714285714
99,Gnoll maruder,0.888888888889,1.27777777778,1.4,2.04444444444,3.9,4.97777777778,4.94444444444,6.53333333333,5.38888888889,8.33333333333,21.6222222222,23.3333333333,55.7666666667,97.5111111111
100,Jaszczuroczłek,0.634920634921,0.912698412698,1.0,1.46031746032,2.78571428571,3.55555555556,3.53174603175,4.66666666667,3.84920634921,5.95238095238,15.4444444444,16.6666666667,39.8333333333,69.6507936508
101,Reptilion,0.512820512821,0.737179487179,0.807692307692,1.17948717949,2.25,2.87179487179,2.85256410256,3.76923076923,3.10897435897,4.80769230769,12.4743589744,13.4615384615,32.1730769231,56.2564102564
102,Gorgona,0.0898876404494,0.129213483146,0.141573033708,0.206741573034,0.394382022472,0.503370786517,0.5,0.660674157303,0.544943820225,0.842696629213,2.18651685393,2.3595505618,5.6393258427,9.8606741573
103,Wielka gorgona,0.0778210116732,0.11186770428,0.122568093385,0.178988326848,0.341439688716,0.43579766537,0.432879377432,0.571984435798,0.471789883268,0.729571984436,1.89299610895,2.04280155642,4.88229571984,8.53696498054
104,Ważka,0.3125,0.44921875,0.4921875,0.71875,1.37109375,1.75,1.73828125,2.296875,1.89453125,2.9296875,7.6015625,8.203125,19.60546875,34.28125
105,Smocza ważka,0.3125,0.44921875,0.4921875,0.71875,1.37109375,1.75,1.73828125,2.296875,1.89453125,2.9296875,7.6015625,8.203125,19.60546875,34.28125
106,Bazyliszek,0.144927536232,0.208333333333,0.228260869565,0.333333333333,0.635869565217,0.811594202899,0.80615942029,1.0652173913,0.878623188406,1.35869565217,3.52536231884,3.80434782609,9.09239130435,15.8985507246
107,Bazyliszek większy,0.112044817927,0.16106442577,0.176470588235,0.257703081232,0.491596638655,0.627450980392,0.62324929972,0.823529411765,0.679271708683,1.05042016807,2.72549019608,2.94117647059,7.02941176471,12.2913165266
108,Wiwerna,0.0592592592593,0.0851851851852,0.0933333333333,0.136296296296,0.26,0.331851851852,0.32962962963,0.435555555556,0.359259259259,0.555555555556,1.44148148148,1.55555555556,3.71777777778,6.50074074074
109,Wiwerna królewska,0.0527009222661,0.0757575757576,0.0830039525692,0.121212121212,0.231225296443,0.29512516469,0.293148880105,0.387351778656,0.319499341238,0.494071146245,1.28194993412,1.38339920949,3.30632411067,5.7812911726
110,Hydra,0.0194174757282,0.0279126213592,0.0305825242718,0.0446601941748,0.0851941747573,0.108737864078,0.108009708738,0.142718446602,0.117718446602,0.182038834951,0.472330097087,0.509708737864,1.2182038835,2.13009708738
111,Hydra chaosu,0.0134884505142,0.0193896476142,0.0212443095599,0.0310234361828,0.0591805766313,0.0755353228798,0.0750295059855,0.0991401112797,0.0817737312426,0.126454223571,0.328106558759,0.354071825999,0.846231664138,1.47968302141
112,Żywiołak powietrza,0.224719101124,0.323033707865,0.35393258427,0.516853932584,0.98595505618,1.25842696629,1.25,1.65168539326,1.36235955056,2.10674157303,5.46629213483,5.89887640449,14.0983146067,24.6516853933
113,Żywiołak ziemi,0.242424242424,0.348484848485,0.381818181818,0.557575757576,1.06363636364,1.35757575758,1.34848484848,1.78181818182,1.4696969697,2.27272727273,5.89696969697,6.36363636364,15.2090909091,26.5939393939
114,Żywiołak ognia,0.231884057971,0.333333333333,0.365217391304,0.533333333333,1.01739130435,1.29855072464,1.28985507246,1.70434782609,1.40579710145,2.17391304348,5.64057971014,6.08695652174,14.547826087,25.4376811594
115,Żywiołak wody,0.253968253968,0.365079365079,0.4,0.584126984127,1.11428571429,1.42222222222,1.4126984127,1.86666666667,1.53968253968,2.38095238095,6.17777777778,6.66666666667,15.9333333333,27.8603174603
116,Złoty golem,0.133333333333,0.191666666667,0.21,0.306666666667,0.585,0.746666666667,0.741666666667,0.98,0.808333333333,1.25,3.24333333333,3.5,8.365,14.6266666667
117,Diamentowy golem,0.103225806452,0.148387096774,0.162580645161,0.237419354839,0.452903225806,0.578064516129,0.574193548387,0.758709677419,0.625806451613,0.967741935484,2.51096774194,2.70967741935,6.47612903226,11.3238709677
118,Nimfa,1.45454545455,2.09090909091,2.29090909091,3.34545454545,6.38181818182,8.14545454545,8.09090909091,10.6909090909,8.81818181818,13.6363636364,35.3818181818,38.1818181818,91.2545454545,159.563636364
119,Rusałka,0.842105263158,1.21052631579,1.32631578947,1.93684210526,3.69473684211,4.71578947368,4.68421052632,6.18947368421,5.10526315789,7.89473684211,20.4842105263,22.1052631579,52.8315789474,92.3789473684
120,Żywiołak umysłu,0.0479328939485,0.0689035350509,0.0754943079688,0.110245656081,0.210305572199,0.268424206111,0.266626722588,0.352306770521,0.290593169563,0.449370880767,1.1659676453,1.25823846615,3.00718993409,5.25823846615
121,Żywiołak magii,0.0397614314115,0.0571570576541,0.0626242544732,0.0914512922465,0.174453280318,0.222664015905,0.221172962227,0.292246520875,0.241053677932,0.372763419483,0.967196819085,1.04373757455,2.49453280318,4.36182902584
122,Żywiołak lodu,0.210526315789,0.302631578947,0.331578947368,0.484210526316,0.923684210526,1.17894736842,1.17105263158,1.54736842105,1.27631578947,1.97368421053,5.12105263158,5.52631578947,13.2078947368,23.0947368421
123,Żywiołak magmy,0.163265306122,0.234693877551,0.257142857143,0.375510204082,0.716326530612,0.914285714286,0.908163265306,1.2,0.989795918367,1.5306122449,3.97142857143,4.28571428571,10.2428571429,17.9102040816
124,Żywiołak burzy,0.164609053498,0.236625514403,0.259259259259,0.378600823045,0.722222222222,0.921810699588,0.915637860082,1.20987654321,0.997942386831,1.54320987654,4.00411522634,4.32098765432,10.3271604938,18.0576131687
125,Żywiołak energii,0.170212765957,0.244680851064,0.268085106383,0.391489361702,0.746808510638,0.953191489362,0.946808510638,1.25106382979,1.03191489362,1.59574468085,4.14042553191,4.46808510638,10.6787234043,18.6723404255
126,Ognisty ptak,0.0175940180339,0.0252914009237,0.0277105784033,0.0404662414779,0.0771937541236,0.0985265009897,0.0978667253134,0.129316032549,0.10666373433,0.164943919068,0.427974488674,0.461842973389,1.1038047064,1.93006377832
127,Feniks,0.0119029906264,0.0171105490254,0.0187472102366,0.0273768784407,0.0522243713733,0.0666567475078,0.0662103853593,0.087486981104,0.0721618806725,0.111590537122,0.289540246987,0.312453503943,0.746763874423,1.30575807172
128,Błękitny smok,0.00101464899486,0.00145855793012,0.00159807216691,0.00233369268819,0.00445177246496,0.00568203437123,0.00564398503393,0.00745767011225,0.00615130953136,0.00951233432684,0.0246813368001,0.0266345361152,0.0636565413152,0.111306994737
129,Kryształowy smok,0.00203365702374,0.00292338197163,0.0032030098124,0.00467741115461,0.00892267019167,0.011388479333,0.0113122171946,0.0149473791245,0.0123290457064,0.0190655345976,0.0494687071025,0.0533834968733,0.127586557527,0.223092175505
130,Czarodziejski smok,0.00408580183861,0.005873340143,0.00643513789581,0.0093973442288,0.0179264555669,0.0228804902962,0.0227272727273,0.0300306435138,0.0247701736466,0.038304392237,0.0993871297242,0.107252298264,0.25633299285,0.448212461696
