,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł
25,Jednorożec bitewny,0.0660098522167,0.075763546798,0.0616860863605,0.0705710888659,0.176108374384,0.184864240324,0.299704433498,0.371133004926,0.268226600985,0.372266009852,0.958620689655,1.07325123153,2.66507389163,4.12580508674
26,Zielony smok,0.0303366174056,0.0349137931034,0.0291666666667,0.0340444427998,0.0814860426929,0.0840714607416,0.137397372742,0.168965517241,0.128633004926,0.175328407225,0.434380131363,0.47592364532,1.23460591133,1.93076765189
27,Złoty smok,0.0186810635086,0.0219319633113,0.0153024497852,0.0152934429363,0.0510623476141,0.0529780564263,0.0858934169279,0.10795309416,0.0663415766864,0.095971206316,0.273400673401,0.299129223267,0.719284802043,1.19723673517
28,Gremlin,1.90909090909,2.35655737705,3.79318181818,6.53409090909,5.35877862595,5.54455445545,9.11885245902,12.2755741127,20.3204545455,23.0636363636,28.7444608567,31.6265060241,76.9785276074,126.091954023
29,Większy gremlin,1.12676056338,1.4465408805,1.99242424242,3.3696969697,6.02272727273,6.23955431755,5.86297760211,10.5242424242,8.81818181818,10.8538350217,31.8803030303,34.603030303,83.4136363636,168.081818182
30,Kamienny gargulec,0.663636363636,0.758181818182,0.671641791045,1.22666666667,1.80092355054,1.89830508475,2.99939393939,4.00848484848,3.19696969697,5.57818181818,9.85316455696,10.8024691358,26.0998439938,42.0105313547
31,Obsydianowy gargulec,0.636815920398,0.728855721393,0.574817518248,0.651327433628,1.71554252199,1.8020917136,2.89104477612,3.64726368159,2.66467661692,3.66389838788,9.19225318847,10.2639296188,25.2815920398,40.3679852806
32,Kamienny golem,0.3428,0.39627842867,0.598,0.9348,0.91239927216,0.937238493724,1.51103565365,2.068237777,2.9564,3.4732,4.88331242158,5.3735926305,13.0873533246,21.1571841851
33,Żelazny golem,0.295873786408,0.345145631068,0.328883495146,0.617475728155,0.813818687688,0.844486333648,1.33980582524,1.85946601942,1.76577669903,2.53859223301,4.38090950023,4.81651376147,11.66395538,18.4991568297
34,Mag,0.136939404314,0.18341307815,0.264035087719,0.460701754386,0.638771929825,0.668856375037,0.701892744479,1.24087719298,1.28140350877,1.51105263158,3.5098245614,3.83070175439,9.14035087719,16.3587719298
35,Arcymag,0.125735294118,0.146273212923,0.233970588235,0.326176470588,0.426643977148,0.584932758846,0.628975265018,0.809137195541,1.01617647059,1.26838235294,2.38480392157,3.40882352941,8.13029411765,14.3373529412
36,Dżinn,0.137556561086,0.156787330317,0.136157337368,0.162472406181,0.369357045144,0.408014571949,0.632352941176,0.764932126697,0.595814479638,1.10294117647,2.07197614991,2.37234523272,5.76617647059,8.94779771615
37,Wielki dżinn,0.137367303609,0.156794055202,0.135774946921,0.162271805274,0.368620037807,0.382383065893,0.632484076433,0.764543524416,0.596390658174,0.808492569002,1.99426111908,2.18023255814,5.76093418259,8.9468855133
38,Naga,0.047123015873,0.0570436507937,0.065625,0.15,0.145516355043,0.150340615457,0.220734126984,0.370932539683,0.360863095238,0.524851190476,0.796137953606,0.893655049151,2.17857452904,3.29491270884
39,Królewska naga,0.0382746478873,0.0439084507042,0.0397702165267,0.0491308643294,0.101934134867,0.126197183099,0.17235915493,0.235492957746,0.176161971831,0.330105633803,0.595835884874,0.754401408451,1.84531690141,2.77994234851
40,Gigant,0.0318719741797,0.0364174287251,0.0318955042527,0.0380684404353,0.0848010437052,0.0942741103933,0.142899408284,0.172485207101,0.139591178053,0.242065626681,0.465249719081,0.532778567079,1.34366717533,2.05816135084
41,Tytan,0.0114266666667,0.0134477758548,0.01904,0.02712,0.0372540278928,0.0384602177123,0.0540928208494,0.0698843580266,0.0831066666667,0.0890144322066,0.195021245891,0.210826439643,0.652886541614,1.14861592828
42,Chochlik,1.87,2.3,2.606,5.842,5.45031055901,5.62107904642,8.924,12.456,16.49,21.232,29.2631578947,32.3076923077,78.2995319813,130.789865872
43,Chowaniec,1.78166666667,2.06,1.78217821782,2.1247113164,4.8347107438,5.37170263789,8.09,9.85833333333,8.11833333333,13.75,26.8044077135,30.612244898,74.1358936484,120.549450549
44,Gog,0.497203231821,0.759119496855,0.796855345912,1.21509433962,2.36603773585,2.44408074195,3.06163522013,4.27547169811,3.78805031447,4.0,12.4295597484,13.5371069182,32.2559748428,61.4251572327
45,Magog,0.459583333333,0.53875,0.7,1.07333333333,1.9375,2.40333333333,2.24458333333,3.185,3.12541666667,3.88666666667,12.1870833333,13.2608333333,31.6295833333,59.64875
46,Piekielny ogar,0.36106442577,0.410644257703,0.332717190388,0.381821954762,0.980446927374,1.06793802145,1.68263305322,2.1,1.54285714286,2.78347338936,5.45098039216,6.10280112045,14.6075630252,22.6010816379
47,Cerber,0.250255102041,0.286783042394,0.243243243243,0.291139240506,0.668062428626,0.809248554913,1.15255102041,1.63137755102,1.12790697674,1.5664160401,3.66892911011,4.75005654829,11.4641388762,17.5590236094
48,Demon,0.215730337079,0.252192982456,0.266497461929,0.555505617978,0.601130330536,0.62326099054,1.0,1.39146067416,1.63483146067,2.12786516854,3.27388963661,3.60515021459,8.72262773723,13.6612702366
49,Rogaty demon,0.202291666667,0.230970074312,0.215421439562,0.383333333333,0.550070521862,0.581138928525,0.910206586214,1.225,0.98898858075,1.78208333333,3.05302792595,3.35785097538,8.12661917098,12.7484020918
50,Czart,0.124183006536,0.141069676153,0.144214261188,0.264575163399,0.339885736419,0.364642682728,0.566301857979,0.76862745098,0.651111111111,1.19934640523,1.91554286839,2.11522965351,5.1471643934,7.98108403056
51,Czarci lord,0.123366013072,0.141094771242,0.121405228758,0.144031311155,0.330882352941,0.364909994298,0.565767973856,0.686683006536,0.531699346405,1.04166666667,1.8681372549,2.11503267974,5.14787581699,7.98480392157
52,Ifryt,0.0737125748503,0.0840718562874,0.0703910614525,0.0822824434308,0.195510499638,0.206851971558,0.330958083832,0.405449101796,0.305808383234,0.417757477859,1.07460378817,1.2268504995,3.04047904192,4.62649586167
53,Sułtański ifryt,0.0715367965368,0.0819805194805,0.056985210981,0.0569977077009,0.189935064935,0.196905766526,0.322564935065,0.395725108225,0.23843468856,0.348885891055,1.02897631134,1.14204545455,2.74550865801,4.49613197397
54,Diabeł,0.0243089590276,0.0282297588708,0.0243968555164,0.029223048091,0.0654862963861,0.0677207727424,0.110958635562,0.155146049794,0.110213683591,0.149304058028,0.351809668438,0.386334786688,1.10919427563,1.73720839051
55,Arcydiabeł,0.016584680253,0.0196205200281,0.0135898873981,0.0135887626841,0.045625300594,0.0473542904256,0.0771890372453,0.110386507379,0.0595991496369,0.0871636934162,0.247070324899,0.271013202215,0.655726995989,1.19159798504
56,Szkielet,1.28617363344,1.57967032967,2.31,4.20666666667,3.60369609856,3.72712146423,6.09589041096,8.24684431978,13.3366666667,15.155,19.2864222002,21.2121212121,51.3190184049,82.4037558685
57,Kościej,1.18941176471,1.41058823529,1.55647058824,3.43647058824,3.39458413926,3.5137254902,5.56235294118,7.82470588235,9.7,13.0152941176,18.3239171375,20.1923076923,48.7755102041,78.0088888889
58,Ożywieniec,0.730593607306,0.853749072012,1.34387755102,2.13265306122,1.95979899497,2.03174603175,3.32337565347,4.49541284404,6.90510204082,8.02346938776,10.5189189189,11.563876652,27.9298831386,45.3305785124
59,Zombie,0.62353858145,0.736235595391,0.905172413793,1.40350877193,1.69319826339,1.75,2.85439384221,3.87862796834,4.7328125,5.71210967251,9.05959031657,9.96677740864,24.071942446,39.1087344029
60,Zjawa,0.472222222222,0.552777777778,0.571825396825,1.18253968254,1.32303053147,1.3738117142,2.19047619048,3.04722222222,3.46428571429,4.66904761905,7.14128440367,7.86811539903,18.9969719909,30.2516373664
61,Upiór,0.472380952381,0.538412698413,0.437142857143,0.505355671519,1.27428571429,1.37128864402,2.13841269841,2.65968253968,2.0346031746,3.81650793651,6.98825396825,7.85396825397,18.9955555556,30.2107936508
62,Wampir,0.187027027027,0.214054054054,0.224279102884,0.397837837838,0.524428507396,0.603610886553,0.851891891892,1.2581981982,1.06324324324,2.01873873874,3.22880371661,3.57812233771,8.68639667705,13.2989846947
63,Wampirzy lord,0.100300902708,0.123682512368,0.0846944948578,0.113251677233,0.270937861829,0.295807197095,0.490250082626,1.22017879949,0.457288327362,0.709555345317,1.64678006262,1.98675496689,5.36963731679,8.68480950025
64,Lisz,0.103655660377,0.12064624423,0.186202830189,0.271226415094,0.41391509434,0.600825471698,0.523221634333,0.693396226415,0.785495283019,1.04716981132,3.19846698113,3.47452830189,8.24386792453,15.8952830189
65,Arcylisz,0.0916589434662,0.106580166821,0.1546802595,0.213160333642,0.331510658017,0.507228915663,0.459962928638,0.585820203892,0.658016682113,0.842724745134,2.25440222428,2.9343836886,6.97006487488,13.1658943466
66,Czarny rycerz,0.0565404887398,0.0650694777192,0.0530414649547,0.0608707158925,0.151182323298,0.16278478253,0.257115476761,0.318687110685,0.23186881484,0.395304264494,0.828861061419,0.932007811113,2.27691330581,3.55303643725
67,Upiorny rycerz,0.0507556675063,0.0584802686818,0.0478178368121,0.055175722682,0.134720196515,0.141947340072,0.22644836272,0.283879093199,0.21120906801,0.290360046458,0.710400467273,0.796963946869,1.99562624254,3.11891392423
68,Kościany smok,0.038961038961,0.0447166469894,0.0376918536009,0.0441098911636,0.103896103896,0.109911678116,0.175649350649,0.214757969303,0.164079102715,0.224114521842,0.554463344445,0.635301062574,1.60551948052,2.47434306981
69,Upiorny smok,0.0318781942078,0.0367333901193,0.0254782221863,0.0254847645429,0.0845400340716,0.0874726647923,0.142994037479,0.176831345826,0.107197614991,0.156295586213,0.448062180579,0.492568143101,1.22240204429,1.99146081772
70,Troglodyta,1.45762711864,1.81388012618,2.75084745763,5.16440677966,4.10526315789,4.24644549763,6.953125,9.39297124601,16.0288135593,18.0728813559,21.988700565,24.2214532872,58.2250580046,94.8756756757
71,Piekielny troglodyta,1.25119047619,1.52142857143,1.67738095238,3.75,3.59631147541,3.73022481266,5.89166666667,8.225,10.3928571429,13.880952381,19.2292490119,21.1693548387,51.3190184049,82.4037558685
72,Harpia,0.714285714286,0.825324675325,0.75,1.19480519481,1.98193111237,2.07024029575,3.25909090909,4.39090909091,3.56623376623,6.27077922078,10.7513812155,11.797752809,28.5008517888,45.5896103896
73,Harpia wiedźma,0.503361344538,0.576890756303,0.48128342246,0.569483132157,1.35573580533,1.50436534587,2.28991596639,3.24201680672,2.26638655462,3.07503075031,7.22882615156,8.82352941176,22.6697478992,35.5447549615
74,Złe oko,0.248214285714,0.311147186147,0.427678571429,0.701488095238,1.04761904762,1.09992634422,1.3244047619,2.08095238095,2.11101190476,2.39613095238,5.65204763288,6.15655233069,14.757424287,25.8497790869
75,Obserwator,0.239782016349,0.278585271318,0.404632152589,0.571934604905,0.791967509025,1.05016408814,1.17228661749,1.51820294345,1.80054495913,2.03141928494,4.82041119643,5.97220708447,14.2738419619,24.9024523161
76,Meduza,0.169439071567,0.193439865433,0.314700193424,0.542553191489,0.709477756286,0.737448559671,0.860735009671,1.56731141199,1.60618955513,1.87698259188,3.81083172147,4.16943907157,11.4825918762,18.0357833656
77,Meduza królewska,0.154592720971,0.16827626573,0.259445407279,0.374696707106,0.506932409012,0.650406504065,0.703112656028,1.19740034662,1.12357019064,1.46516464471,3.38284228769,3.70745233969,10.0708838821,15.7798960139
78,Minotaur,0.112574850299,0.128880421383,0.132673475834,0.291856287425,0.311391057488,0.333085501859,0.514510348017,0.704191616766,0.596047904192,1.09880239521,1.7758715094,1.96188340807,4.75284090909,7.28661574228
79,Wielki minotaur,0.106179775281,0.121722846442,0.104296001987,0.123680849634,0.284256559767,0.31217336771,0.483707865169,0.586610486891,0.457116104869,0.620809535634,1.53240412631,1.80288461538,4.40881939564,6.83968513756
80,Mantikora,0.0849385908209,0.0974789915966,0.0804494955944,0.0934057566374,0.226203518721,0.243862609548,0.384680025856,0.473303167421,0.350226244344,0.63025210084,1.27356173239,1.4338073691,3.47239819005,5.34372526335
81,Chimera,0.0823788546256,0.0943360604154,0.0780862667328,0.0906582577848,0.218868865748,0.226697702662,0.371869100063,0.457268722467,0.339899307741,0.467668516555,1.18405841193,1.31348511384,3.3608558842,5.17544376953
82,Czerwony smok,0.0293279455551,0.0338153977031,0.0283071033603,0.0329530597991,0.0786048490004,0.0813037639287,0.132752020417,0.163122075712,0.124712888133,0.169587409613,0.419013185878,0.459145044662,1.1895363675,1.86643981285
83,Czarny smok,0.0185070519436,0.0216144937507,0.0150441463135,0.0150537106579,0.0501777319115,0.052000917326,0.0844283912395,0.106398348813,0.0647288155028,0.0940717807591,0.26776745786,0.29307418874,0.705882352941,1.16863891756
84,Goblin,1.68333333333,2.01166666667,2.25166666667,4.95166666667,4.78854024557,4.94481236203,7.78666666667,10.93,12.9333333333,18.1633333333,25.5716162943,28.0373831776,67.641509434,109.563046192
85,Hobgoblin,1.61538461538,1.87948717949,1.58092848181,1.86423505572,4.38202247191,4.78632478632,7.31025641026,8.93333333333,7.18846153846,11.8987179487,24.0543881335,27.2576923077,65.5512820513,105.227817746
86,Wilczy jeździec,0.745384615385,0.853115727003,0.723306544202,1.41538461538,2.10684273709,2.24224224224,3.42307692308,4.57846153846,3.36571825121,6.72461538462,11.5764425937,12.7427184466,30.6784841076,48.2197802198
87,Wilczy rycerz,0.551724137931,0.633004926108,0.567312021612,0.698822635777,1.52542372881,1.83757178015,2.54827586207,3.04137931034,2.68128078818,3.54442344045,8.02805280528,10.5379310345,25.4187192118,38.9179600887
88,Ork,0.416666666667,0.613541666667,0.65625,1.00885416667,1.9765625,2.04286365709,2.53541666667,3.55989583333,3.15729166667,3.36021505376,10.3567708333,11.2104166667,26.6302083333,49.99375
89,Uruk,0.35625,0.479166666667,0.512403416023,0.857083333333,1.74125,1.79991964644,1.85416666667,3.215,2.425,2.83875851628,9.12166666667,9.89791666667,23.52625,43.08
90,Ogr,0.189978627404,0.228038865755,0.340625,0.573798076923,0.525370453525,0.549625812784,0.920181968569,1.25159642401,1.84663461538,2.14663461538,2.94669897032,3.23375423468,7.73343605547,11.7013333333
91,Ogr szaman,0.153273809524,0.179613095238,0.182002022245,0.365178571429,0.426436641963,0.44630404463,0.730208333333,1.01116071429,1.15476190476,1.4724702381,2.38246816846,2.61780104712,6.24875498008,9.47629845589
92,Rok,0.119863680623,0.136903602726,0.113146551724,0.131503716409,0.319352197252,0.345545699961,0.545959104187,0.678967867575,0.498831548199,0.958422590068,1.79404443625,2.02918156344,4.89834469328,7.5440557036
93,Ptak gromu,0.120253164557,0.136980108499,0.113187208049,0.13145674073,0.319258589512,0.330676114556,0.545931283906,0.678661844485,0.498734177215,0.690235081374,1.75695196822,1.92079566004,4.89954792043,7.5518457964
94,Cyklop,0.0587803085966,0.06823710912,0.0938477580813,0.156240126382,0.241087986812,0.309413633538,0.289562727746,0.422231796639,0.391943127962,0.500200080032,1.65,1.79612954186,4.27101105845,7.88515007899
95,Cyklop królewski,0.0554400554401,0.0645668407164,0.0895356895357,0.124408384043,0.196572580645,0.292218381058,0.270024271845,0.340455098141,0.37325017325,0.397920203735,1.05514287263,1.69057519058,4.07657657658,7.49514899515
96,Behemot,0.0343137254902,0.0393105629349,0.0330795484379,0.0581910183428,0.0906180616513,0.0964644072176,0.145540796964,0.185958254269,0.143308808321,0.281309297913,0.475689945978,0.513334474077,1.25262054507,1.88966883424
97,Starożytny behemot,0.0231031128405,0.0266699092088,0.0215791180285,0.0244148399766,0.0588197146563,0.0608042997326,0.0937905317769,0.116455901427,0.0909046692607,0.121952010376,0.282413723043,0.31128173962,0.728383595043,1.02085684042
98,Gnoll,1.16788321168,1.42503097893,2.14285714286,3.97142857143,3.25905292479,3.38624338624,5.54171855542,7.5,12.5571428571,14.1982142857,17.6588021779,19.4444444444,47.3937677054,78.2174688057
99,Gnoll maruder,1.09888888889,1.30888888889,1.49666666667,3.36777777778,3.13392857143,3.26530612245,5.19111111111,7.26666666667,9.16111111111,12.5111111111,17.0402802102,18.8003581021,45.7520510483,74.6893617021
100,Jaszczuroczłek,0.577200577201,0.831525668836,0.8,1.22096881221,2.47009148487,2.56146369354,3.32834704562,4.6408839779,3.84920634921,4.12314458494,13.1397704254,14.3540669856,34.4948453608,65.249070632
101,Reptilion,0.398208063713,0.491452991453,0.573509330906,0.960835509138,1.875,1.9469795741,2.03754578755,3.48547717842,2.82634032634,3.12109862672,10.0724637681,10.9947643979,26.4157894737,50.4657849339
102,Gorgona,0.108539325843,0.127635960044,0.128637059724,0.257415730337,0.30269058296,0.314033366045,0.502921348315,0.686404494382,0.708426966292,0.995505617978,1.59377559378,1.76012069399,4.30741503605,6.89774424271
103,Wielka gorgona,0.100194552529,0.115272373541,0.0929546292881,0.178988326848,0.262645914397,0.277812228699,0.422361427487,0.571984435798,0.391160577466,0.754280155642,1.14727036906,1.24754945642,2.51339576343,3.30135801076
104,Ważka,0.46875,0.5359375,0.424528301887,0.482180293501,1.25089094797,1.3027042745,2.08359375,2.64140625,1.93515625,2.65674814028,6.68498797664,7.50536097212,18.5613905325,29.8097826087
105,Smocza ważka,0.45078125,0.51640625,0.35472972973,0.353914214272,1.21917332407,1.25,2.009765625,2.5546875,1.54115030187,2.25903614458,6.47587354409,7.07547169811,17.1005110733,28.5677083333
106,Bazyliszek,0.208152173913,0.244746376812,0.258152173913,0.539311594203,0.581318317324,0.601180891036,0.969565217391,1.33804347826,1.62536231884,2.02971014493,3.16063017703,3.47797283869,8.43387665938,13.167291823
107,Bazyliszek większy,0.18837535014,0.215266106443,0.175683212493,0.202108963093,0.503781512605,0.54197919187,0.864845938375,1.07296918768,0.764985994398,1.26050420168,2.79355742297,3.13403361345,7.60056022409,11.8578570463
108,Wiwerna,0.0940740740741,0.107481481481,0.0888888888889,0.103115893297,0.250606882765,0.270825776811,0.427555555556,0.526592592593,0.388444444444,0.722222222222,1.38112136267,1.56548148148,3.8077037037,5.92652620205
109,Wiwerna królewska,0.0833333333333,0.0953227931489,0.0804906094289,0.0948355839604,0.222956234517,0.230334190231,0.38023715415,0.464822134387,0.353359683794,0.483154029505,1.20570012392,1.3215027374,3.43280632411,5.33527874035
110,Hydra,0.0258252427184,0.0341747572816,0.0356067961165,0.0809223300971,0.0804197406406,0.0832466181061,0.129611650485,0.207378640777,0.211893203883,0.290558252427,0.435902605112,0.482570030103,1.16892190884,1.82989636982
111,Hydra chaosu,0.0202326757714,0.0235373461474,0.0194790136817,0.0226656812023,0.0544186046512,0.0636083542758,0.0923621648963,0.131647277019,0.0867475973698,0.164390490642,0.30521660027,0.367475973698,0.881908615748,1.39678497533
112,Żywiołak powietrza,0.334269662921,0.381460674157,0.3086722195,0.354596261322,0.896322778345,0.965933592066,1.51320224719,1.89943820225,1.40449438202,2.52808988764,4.9428498857,5.56586270872,13.4269662921,21.2083131948
113,Żywiołak ziemi,0.238024397501,0.279533300924,0.337620578778,0.578181818182,0.647123893805,0.668457176962,1.08988488856,1.49049429658,1.85484848485,2.25292880745,3.51390393644,3.85321100917,9.32552954292,14.6510851419
114,Żywiołak ognia,0.28231884058,0.322942993541,0.289522058824,0.539710144928,0.764539316053,0.813067150635,1.2968115942,1.70434782609,1.35135135135,2.40463768116,4.26847992981,4.69064105428,11.2710532225,17.583650571
115,Żywiołak wody,0.309523809524,0.360727728984,0.355630821338,0.691746031746,0.855471606142,0.87705559906,1.39367366113,1.93650793651,2.00158730159,2.76031746032,4.57666980245,5.02753172133,12.217624148,19.5152323771
116,Złoty golem,0.162333333333,0.189925681255,0.191985372543,0.383333333333,0.449021363695,0.464923204649,0.751833333333,1.02583333333,1.05083333333,1.46683333333,2.42522432702,2.6734563972,6.48952676493,10.2070248895
117,Diamentowy golem,0.123225806452,0.144781568677,0.150807899461,0.309935483871,0.341838722244,0.354402341587,0.572494532356,0.78464516129,0.938709677419,1.15535483871,1.87313504668,2.06226063046,4.99353298179,7.73897707231
118,Nimfa,2.19272727273,2.52545454545,2.28260869565,2.77945619335,5.90909090909,6.71664167916,9.90909090909,11.8909090909,10.2509090909,20.7945454545,33.1516183986,38.4181818182,93.5345454545,154.507042254
119,Rusałka,1.36736842105,1.57263157895,1.60736842105,2.10631578947,3.67539267016,4.71578947368,6.17578947368,8.06421052632,7.43368421053,9.44947368421,19.46,27.6315789474,71.8168421053,113.163157895
120,Żywiołak umysłu,0.066986219293,0.0769922109047,0.0668328647961,0.0805463141306,0.178037027644,0.214744511552,0.302995805872,0.421150389455,0.294547633313,0.488735769922,1.03648468708,1.2738765728,3.10808867585,4.71701155603
121,Żywiołak magii,0.0559642147117,0.0642644135189,0.0572545099287,0.0701834687417,0.14896867838,0.171280012234,0.253280318091,0.348906560636,0.253827037773,0.343265137993,0.818782345269,1.04373757455,2.65820079523,4.02827503902
122,Żywiołak lodu,0.235263157895,0.272899857617,0.316503391108,0.484210526316,0.923684210526,1.1031765575,1.12458933536,1.54736842105,1.39210526316,1.70261066969,5.66473684211,6.18210526316,14.8586842105,27.3886842105
123,Żywiołak magmy,0.194897959184,0.223041117145,0.208367785679,0.375510204082,0.530612244898,0.560560560561,0.888933280064,1.2,0.945603431468,1.69775510204,2.94714523701,3.24675324675,7.86184210526,12.2999299229
124,Żywiołak burzy,0.240740740741,0.279423868313,0.345061728395,0.483744855967,0.844032921811,1.18971193416,1.17613168724,1.51234567901,1.51522633745,1.64444444444,4.429218107,6.6975308642,16.0310699588,29.6820987654
125,Żywiołak energii,0.271276595745,0.310212765957,0.247592847318,0.281517747858,0.722073647398,0.778183081466,1.26617021277,1.59893617021,1.12234042553,1.5762925599,4.01568303756,4.56553191489,10.9287234043,16.7865340474
126,Ognisty ptak,0.0377171761601,0.0435232021113,0.0303496811084,0.0303265043759,0.101055641082,0.104684407302,0.170947877722,0.210512425775,0.127666593358,0.186122718276,0.54031229382,0.592258632065,1.44180778535,2.39294040026
127,Feniks,0.0314536527302,0.0362892426722,0.0253087338194,0.0252830603496,0.0839012051778,0.0864454694242,0.140886772802,0.174497842583,0.106144918911,0.154485939592,0.441541437286,0.483067995834,1.19366165749,1.88108912364
128,Błękitny smok,0.00492104762509,0.00549812924092,0.00384678800178,0.00384298306804,0.0119779313844,0.0120730547276,0.0188978375293,0.0234916608536,0.0143775762572,0.0207191324751,0.0536051747099,0.0573466928784,0.125621155432,0.202611452851
